"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"22",0.00564036499999896,-0.00368965500000017,-0.00890723500000019,0.0150643150000004,0.201921225000001,-0.000102640000000209,0.00017452500000001,-0.00490243499999988,0.0151805250000036,-0.00657243999999854,0.000174180000000539,3.90649999995293e-05,0.00659956000000073,-0.00820830499999947,0.00440514000000079,0.0152964449999989,-0.00393566499999968,-0.00515283999999703,-0.00348396499999982,-0.00575670000000005,-0.00842350000000066,0.501723914999998,0.230594224999998,0.000695480000000197,0.000345905000000462,0.0066299850000013,-0.0100361699999995,-0.001990669999998,-0.0116357999999995,0.00176474500000152,-0.0119847900000004
"23",0.00396780000000013,0.000673199999999957,-0.011886980000001,0.000660765000001057,-0.000708354999998881,0.0115378750000002,0.00416994500000055,-0.00583504999999937,-0.0105251449999972,-0.0030338100000005,-0.0144548650000007,-0.00488701500000023,-0.000212874999998812,-0.00936787999999921,0.0067220850000003,0.0112567900000019,-0.0136253699999997,-0.0157254199999981,0.193966255000002,-0.0113363049999984,-0.00555535000000131,0.230594224999998,0.493701264999999,-0.0128453999999987,0.00770220000000149,0.00654216500000324,-0.00850866499999992,-0.00263071999999659,-0.00607541500000001,0.00246586000000229,-0.00343885499999981
"24",0.0006833349999998,-0.00700894000000127,0.00732910500000082,-0.00873194500000104,-0.00119778000000264,-0.00831069999999956,-0.00411672500000002,-0.0020926599999994,-0.00292812500000214,-0.00731350499999784,0.00602472000000168,-0.00293318499999935,0.0126457900000003,-0.0123193500000002,-0.000824740000001334,-0.00734896000000102,-0.00980881999999978,-0.00859666500000101,-0.0118679250000004,0.0017849649999999,0.00472842000000255,0.000695480000000208,-0.0128453999999987,0.500400135000001,-0.00850879000000065,0.0954180099999995,-0.0030077299999995,-0.00213488500000223,0.00802863500000157,-0.000714474999999102,-0.00846121499999984
"25",0.00249224000000018,0.00912169000000036,-0.00562236499999947,-0.00769487000000048,-0.00621131000000176,0.0589159199999998,-0.00260791500000074,0.00704052000000073,-0.0068238200000008,-0.00930149499999874,0.00144890000000109,0.0544960250000013,-0.00753529999999899,-0.00403530000000046,0.0682670849999988,0.16045152,-0.00582225000000048,-0.00576337500000005,0.00160101000000126,0.0232947649999997,-0.000462279999997885,0.00034590500000046,0.00770220000000149,-0.00850879000000064,0.5005334,0.158330705,-0.00566759999999965,-0.00322500000000213,-0.00392924999999912,0.0650627350000013,0.00440925499999972
"26",0.0116930650000002,0.0180356600000005,-0.0029025849999989,-0.012056195000001,-0.00519958500000248,0.0347052750000009,-0.0095013550000004,-0.00526790499999997,-0.00232711000000288,0.00277782000000211,0.00387455500000183,0.0341037200000013,-0.0089772499999984,-0.00449779500000001,0.039617789999999,0.178959029999999,-0.00658367499999939,-0.00432116000000107,0.0043555550000009,0.00165943999999983,0.00192132500000225,0.0066299850000013,0.00654216500000323,0.0954180099999995,0.158330705,0.502101604999999,-0.00687409999999885,-0.000430985000003386,-0.007827194999999,0.0268985250000012,0.00423417500000051
"27",0.00912901499999963,0.0228677650000004,0.113449555,-0.0104551699999999,-0.0111626750000002,-0.00245372499999958,-0.0114186900000009,-0.00388668000000043,-0.0078710450000004,-0.00860053499999959,0.00138789999999883,-0.00503072499999961,0.0053761550000005,-0.00539710000000053,-0.00916592500000047,0.0437002550000003,-0.00716025999999919,-0.000413010000000874,-0.00827140499999985,0.00170246500000027,-0.00747241500000104,-0.0100361699999995,-0.00850866499999992,-0.00300772999999951,-0.00566759999999965,-0.00687409999999883,0.49380758,0.00467550500000088,-0.0110296650000019,0.00140877499999985,-0.00744842000000005
"28",0.00318354499999935,0.0023686499999999,0.0023142300000007,0.176401939999997,0.00520636499999838,0.024095360000002,0.000220404999999966,-0.00721415499999873,0.0061705049999992,-0.00573629999999743,-0.00107460499999796,-0.00225102499999742,0.00423407999999863,0.00321679999999825,0.0274400150000004,0.00771345999999856,-0.00493919000000075,0.00676707499999883,-0.00675858500000042,-0.00176696000000121,-0.00465305499999772,-0.001990669999998,-0.00263071999999659,-0.00213488500000222,-0.00322500000000213,-0.000430985000003386,0.00467550500000086,0.501499484999995,-0.00804261499999825,-0.000626404999998698,-0.0105021599999981
"29",-0.00155901000000109,-0.0102363450000011,-0.00899509000000097,-0.00144253499999976,-0.00800640999999985,-0.00349664500000036,-0.00288126999999913,0.157642230000002,0.00444932500000186,-0.00529654000000068,-0.00396598500000012,0.00168587000000104,0.00115689000000035,0.211622105000001,-0.00568997499999846,-0.00989448499999827,-0.00692203999999942,0.00879649500000062,-0.00839852999999918,0.00417757999999943,0.029661944999999,-0.0116357999999995,-0.00607541500000001,0.00802863500000157,-0.00392924999999911,-0.007827194999999,-0.0110296650000019,-0.00804261499999826,0.491342045,-0.00110607999999989,0.000428345000000253
"30",0.00387894000000014,0.00309023500000039,-0.00352241499999981,0.00393246999999963,0.00190203000000093,0.106816055,-0.00557522499999981,0.000158385000000863,-0.0162849199999991,-0.00543076500000018,-0.00768937000000059,0.20735665,-0.00958109499999955,-0.00227717499999964,0.145102675000002,0.038632700000002,-0.0106889250000014,-0.0123965900000002,-0.00564832999999959,0.00365911499999918,-0.00517278000000193,0.00176474500000153,0.00246586000000229,-0.000714474999999107,0.0650627350000013,0.0268985250000012,0.00140877499999985,-0.000626404999998689,-0.00110607999999988,0.488815130000001,0.105984759999999
"31",-0.00651661000000038,0.136088290000001,0.00275783000000099,-0.00292106499999942,-0.00197514499999902,0.0907123000000003,-0.00601037000000133,-0.00251682000000035,-0.00136302000000139,0.00286405499999995,-0.00498144500000207,0.132999729999999,-0.0125039650000004,-0.0103272250000001,0.0370148699999998,-0.00897383999999888,-0.0063514550000019,-0.00726786500000006,0.00718987000000186,0.0034245750000002,-0.000226445000001354,-0.0119847900000004,-0.00343885499999981,-0.00846121499999984,0.00440925499999972,0.00423417500000053,-0.00744842000000006,-0.0105021599999981,0.000428345000000251,0.105984759999999,0.498645254999999
